Close_Diff,High_Diff,Low_Diff,Open_Diff,Day_of_Week,Day_of_Month,Month,MA_50_Diff,MA_200_Diff,EMA_9_Diff,EMA_50_Diff,EMA_100_Diff,MACD,MACD_Signal,RSI,Date,model_smart_dumb_spread_close,model_percent_bearish_close
-0.754,-0.163,-0.642,-0.754,1.0,13.0,9.0,0.483,2.718,0.029,0.801,1.635,3.268,0.979,57.658,2005-09-13,-0.07,0.23
-0.328,-0.47,-0.409,-0.328,2.0,14.0,9.0,0.119,2.378,-0.24,0.456,1.286,2.871,1.358,60.329,2005-09-14,-0.02,0.16
0.046,-0.232,-0.107,0.046,3.0,15.0,9.0,0.112,2.401,-0.155,0.482,1.305,2.573,1.601,59.261,2005-09-15,0.02,0.16
0.829,0.493,0.291,0.829,4.0,16.0,9.0,0.869,3.185,0.535,1.25,2.075,3.122,1.905,69.14,2005-09-16,-0.03,0.26
-0.557,-0.003,-0.063,-0.557,0.0,19.0,9.0,0.283,2.627,-0.017,0.67,1.497,2.967,2.117,60.969,2005-09-19,-0.02,0.26
-0.786,-0.115,-0.617,-0.786,1.0,20.0,9.0,-0.511,1.843,-0.648,-0.113,0.702,2.04,2.102,57.086,2005-09-20,0.03,0.13
-0.912,-1.211,-0.834,-0.912,2.0,21.0,9.0,-1.416,0.931,-1.26,-0.994,-0.208,0.401,1.762,44.4,2005-09-21,0.13,0.13
0.365,-0.4,-0.375,0.365,3.0,22.0,9.0,-1.033,1.276,-0.713,-0.602,0.153,-0.535,1.302,46.277,2005-09-22,0.18,0.1
0.055,0.18,0.369,0.055,4.0,23.0,9.0,-0.959,1.317,-0.526,-0.525,0.204,-1.208,0.8,48.495,2005-09-23,0.22,0.1
0.028,0.306,0.169,0.028,0.0,26.0,9.0,-0.91,1.334,-0.398,-0.477,0.228,-1.695,0.301,38.266,2005-09-26,0.21,0.1
0.002,-0.195,-0.06,0.002,1.0,27.0,9.0,-0.899,1.325,-0.317,-0.456,0.225,-2.055,-0.17,35.771,2005-09-27,0.2,0.1
0.101,0.066,0.133,0.101,2.0,28.0,9.0,-0.776,1.417,-0.172,-0.341,0.32,-2.215,-0.579,39.333,2005-09-28,0.17,0.06
0.887,0.632,-0.097,0.887,3.0,29.0,9.0,0.122,2.273,0.567,0.52,1.172,-1.455,-0.754,40.179,2005-09-29,0.11,0.13
0.092,0.071,1.129,0.092,4.0,30.0,9.0,0.211,2.354,0.526,0.587,1.238,-0.752,-0.754,41.663,2005-09-30,0.07,0.19
-0.172,0.307,-0.006,-0.172,0.0,3.0,10.0,0.051,2.176,0.284,0.4,1.047,-0.362,-0.675,46.441,2005-10-03,0.06,0.16
-0.997,-0.281,-0.908,-0.997,1.0,4.0,10.0,-0.932,1.183,-0.576,-0.579,0.05,-1.027,-0.746,41.115,2005-10-04,0.11,0.13
-1.489,-1.253,-1.464,-1.489,2.0,5.0,10.0,-2.399,-0.311,-1.677,-2.017,-1.432,-2.979,-1.192,32.377,2005-10-05,0.21,0.06
-0.41,-1.015,-1.198,-0.41,3.0,6.0,10.0,-2.744,-0.718,-1.676,-2.341,-1.812,-4.865,-1.927,22.25,2005-10-06,0.31,0.06
0.37,-0.202,0.807,0.37,4.0,7.0,10.0,-2.285,-0.341,-1.041,-1.887,-1.409,-5.936,-2.729,28.364,2005-10-07,0.39,0.06
-0.717,-0.266,-0.448,-0.717,0.0,10.0,10.0,-2.945,-1.055,-1.416,-2.519,-2.098,-7.391,-3.661,28.757,2005-10-10,0.45,0.06
-0.207,-0.286,-0.25,-0.207,1.0,11.0,10.0,-3.073,-1.257,-1.301,-2.625,-2.264,-8.642,-4.657,32.254,2005-10-11,0.5,0.06
-0.607,-0.258,-0.804,-0.607,2.0,12.0,10.0,-3.59,-1.86,-1.536,-3.124,-2.831,-10.098,-5.745,25.088,2005-10-12,0.57,0.06
-0.071,-0.879,-0.464,-0.071,3.0,13.0,10.0,-3.548,-1.917,-1.287,-3.072,-2.847,-11.191,-6.835,24.129,2005-10-13,0.58,0.06
0.827,0.642,0.62,0.827,4.0,14.0,10.0,-2.616,-1.07,-0.365,-2.14,-1.964,-11.143,-7.696,32.64,2005-10-14,0.59,0.06
0.297,0.344,0.769,0.297,0.0,17.0,10.0,-2.25,-0.761,-0.054,-1.765,-1.629,-10.697,-8.296,35.344,2005-10-17,0.56,0.16
-1.005,-0.093,-0.536,-1.005,1.0,18.0,10.0,-3.212,-1.773,-0.856,-2.688,-2.608,-11.18,-8.873,30.215,2005-10-18,0.57,0.06
1.496,0.476,-0.643,1.496,2.0,19.0,10.0,-1.631,-0.277,0.504,-1.129,-1.074,-10.025,-9.103,34.765,2005-10-19,0.56,0.16
-1.502,0.129,0.235,-1.502,3.0,20.0,10.0,-3.094,-1.804,-0.81,-2.566,-2.564,-10.439,-9.37,29.024,2005-10-20,0.6,0.1
0.152,-0.905,0.138,0.152,4.0,21.0,10.0,-2.839,-1.646,-0.526,-2.316,-2.36,-10.501,-9.597,30.576,2005-10-21,0.58,0.1
1.678,1.09,0.397,1.678,0.0,24.0,10.0,-1.09,0.026,0.906,-0.603,-0.658,-8.852,-9.448,44.143,2005-10-24,0.56,0.23
-0.237,0.159,0.822,-0.237,1.0,25.0,10.0,-1.268,-0.214,0.537,-0.809,-0.879,-7.685,-9.095,50.066,2005-10-25,0.51,0.1
-0.431,0.226,0.176,-0.431,2.0,26.0,10.0,-1.659,-0.651,0.085,-1.197,-1.29,-7.095,-8.695,49.952,2005-10-26,0.5,0.1
-1.048,-0.944,-1.048,-1.048,3.0,27.0,10.0,-2.665,-1.713,-0.778,-2.179,-2.316,-7.547,-8.466,43.028,2005-10-27,0.58,0.1
1.655,0.483,0.001,1.655,4.0,28.0,10.0,-0.96,-0.066,0.69,-0.495,-0.637,-6.26,-8.024,54.17,2005-10-28,0.5,0.16
0.718,1.086,1.655,0.718,0.0,31.0,10.0,-0.219,0.638,1.118,0.212,0.078,-4.493,-7.318,57.964,2005-10-31,0.45,0.1
-0.352,-0.338,0.271,-0.352,1.0,1.0,11.0,-0.542,0.284,0.615,-0.135,-0.269,-3.397,-6.534,59.217,2005-11-01,0.37,0.1
0.998,0.649,-0.049,0.998,2.0,2.0,11.0,0.456,1.256,1.277,0.821,0.707,-1.542,-5.536,62.879,2005-11-02,0.32,0.23
0.426,0.784,1.14,0.426,3.0,3.0,11.0,0.862,1.657,1.357,1.193,1.106,0.342,-4.36,61.695,2005-11-03,0.26,0.23
