Close_Diff,High_Diff,Low_Diff,Open_Diff,Day_of_Week,Day_of_Month,Month,MA_50_Diff,MA_200_Diff,EMA_9_Diff,EMA_50_Diff,EMA_100_Diff,MACD,MACD_Signal,RSI,Date,model_smart_dumb_spread_close,model_percent_bearish_close
0.937,0.92,1.137,1.004,3.0,10.0,5.0,1.704,3.772,1.642,1.757,1.958,4.828,-2.473,62.048,2018-05-10,0.06,0.25
0.171,0.248,0.477,0.654,4.0,11.0,5.0,1.835,3.891,1.448,1.849,2.083,8.755,-0.227,62.809,2018-05-11,0.02,0.2
0.088,0.338,0.295,0.392,0.0,14.0,5.0,1.893,3.929,1.228,1.86,2.126,11.925,2.203,75.038,2018-05-14,-0.02,0.2
-0.684,-0.857,-0.864,-0.541,1.0,15.0,5.0,1.224,3.223,0.438,1.138,1.423,12.783,4.319,67.6,2018-05-15,-0.01,0.2
0.406,0.337,0.38,-0.22,2.0,16.0,5.0,1.628,3.568,0.672,1.477,1.786,14.187,6.293,64.753,2018-05-16,0.0,0.28
-0.086,0.154,-0.03,0.261,3.0,17.0,5.0,1.548,3.44,0.47,1.338,1.668,14.94,8.022,63.391,2018-05-17,-0.06,0.28
-0.263,-0.456,-0.08,-0.087,4.0,18.0,5.0,1.308,3.142,0.166,1.035,1.38,14.788,9.375,68.783,2018-05-18,-0.11,0.22
0.739,0.724,0.61,0.316,0.0,21.0,5.0,2.071,3.805,0.718,1.692,2.062,16.099,10.72,71.012,2018-05-21,-0.13,0.33
-0.314,0.111,-0.14,0.455,1.0,22.0,5.0,1.806,3.457,0.325,1.329,1.719,16.26,11.828,75.283,2018-05-22,-0.14,0.25
0.325,-0.325,-0.453,-0.89,2.0,23.0,5.0,2.147,3.723,0.518,1.583,1.997,16.906,12.844,79.015,2018-05-23,-0.12,0.27
-0.202,-0.05,-0.08,0.625,3.0,24.0,5.0,1.965,3.482,0.253,1.33,1.763,16.778,13.63,71.404,2018-05-24,-0.11,0.27
-0.236,-0.169,0.281,-0.269,4.0,25.0,5.0,1.752,3.208,0.014,1.053,1.5,15.974,14.099,66.506,2018-05-25,-0.09,0.2
-1.156,-0.612,-1.406,-0.679,1.0,29.0,5.0,0.649,2.029,-0.925,-0.1,0.341,12.652,13.81,55.031,2018-05-29,-0.04,0.19
1.27,0.689,0.957,-0.099,2.0,30.0,5.0,1.886,3.205,0.272,1.11,1.559,12.629,13.574,57.027,2018-05-30,0.01,0.36
-0.688,-0.251,-0.065,0.686,3.0,31.0,5.0,1.215,2.49,-0.335,0.408,0.86,10.972,13.053,45.056,2018-05-31,0.04,0.19
1.085,0.53,0.667,-0.084,4.0,1.0,6.0,2.259,3.488,0.594,1.419,1.886,11.89,12.821,51.685,2018-06-01,0.01,0.28
0.448,0.447,0.803,0.845,0.0,4.0,6.0,2.62,3.867,0.83,1.786,2.277,13.451,12.947,53.901,2018-06-04,0.0,0.28
0.07,0.125,-0.038,0.248,1.0,5.0,6.0,2.571,3.877,0.719,1.782,2.299,14.675,13.292,59.441,2018-06-05,-0.05,0.33
0.857,0.719,0.327,0.174,2.0,6.0,6.0,3.317,4.631,1.25,2.514,3.067,17.345,14.103,61.859,2018-06-06,-0.11,0.34
-0.071,0.271,0.426,0.784,3.0,7.0,6.0,3.134,4.501,0.944,2.348,2.939,19.082,15.099,61.962,2018-06-07,-0.14,0.25
0.313,-0.018,0.124,-0.324,4.0,8.0,6.0,3.31,4.74,1.002,2.548,3.177,20.915,16.262,65.617,2018-06-08,-0.18,0.28
0.107,0.389,0.6,0.518,0.0,11.0,6.0,3.312,4.781,0.886,2.548,3.215,22.351,17.48,62.598,2018-06-11,-0.18,0.3
0.174,-0.015,-0.05,0.195,1.0,12.0,6.0,3.333,4.884,0.847,2.611,3.317,23.607,18.705,66.363,2018-06-12,-0.21,0.33
-0.403,0.06,-0.149,0.084,2.0,13.0,6.0,2.826,4.44,0.357,2.131,2.868,23.428,19.65,60.964,2018-06-13,-0.19,0.25
0.247,-0.086,0.067,-0.17,3.0,14.0,6.0,2.967,4.614,0.482,2.279,3.046,23.568,20.433,64.076,2018-06-14,-0.2,0.31
-0.102,-0.224,-0.533,-0.195,4.0,15.0,6.0,2.784,4.457,0.305,2.094,2.889,23.183,20.983,65.285,2018-06-15,-0.19,0.3
-0.213,-0.281,-0.167,-0.432,0.0,18.0,6.0,2.455,4.197,0.074,1.811,2.629,22.145,21.216,75.383,2018-06-18,-0.23,0.31
-0.402,-0.358,-0.505,-0.498,1.0,19.0,6.0,1.953,3.757,-0.264,1.359,2.191,20.19,21.011,63.56,2018-06-19,-0.23,0.25
0.171,0.355,0.755,0.644,2.0,20.0,6.0,2.04,3.869,-0.074,1.468,2.312,18.805,20.57,74.191,2018-06-20,-0.2,0.31
-0.635,-0.201,-0.706,-0.016,3.0,21.0,6.0,1.336,3.202,-0.571,0.806,1.654,16.106,19.677,56.5,2018-06-21,-0.13,0.2
0.186,-0.185,0.302,-0.307,4.0,22.0,6.0,1.454,3.329,-0.307,0.951,1.801,14.215,18.584,53.663,2018-06-22,-0.1,0.27
-1.372,-0.768,-1.962,-0.647,0.0,25.0,6.0,0.038,1.938,-1.362,-0.41,0.426,9.556,16.779,39.074,2018-06-25,-0.04,0.19
0.22,-0.366,0.627,-0.759,1.0,26.0,6.0,0.224,2.106,-0.911,-0.182,0.632,6.274,14.678,30.693,2018-06-26,-0.03,0.2
-0.86,0.482,-0.597,0.233,2.0,27.0,6.0,-0.636,1.217,-1.43,-1.01,-0.226,1.763,12.095,26.278,2018-06-27,0.04,0.19
0.618,-0.792,-0.274,-1.091,3.0,28.0,6.0,-0.024,1.783,-0.646,-0.375,0.382,-0.461,9.584,30.041,2018-06-28,0.11,0.22
0.076,0.694,0.967,1.054,4.0,29.0,6.0,0.033,1.817,-0.455,-0.287,0.448,-2.034,7.26,29.633,2018-06-29,0.13,0.17
0.307,-0.583,-0.702,-0.813,0.0,2.0,7.0,0.297,2.075,-0.119,0.019,0.738,-2.578,5.292,31.171,2018-07-02,0.18,0.17
-0.495,0.342,0.452,1.047,1.0,3.0,7.0,-0.23,1.549,-0.493,-0.459,0.24,-4.051,3.424,30.734,2018-07-03,0.18,0.19
0.862,0.046,0.179,-0.332,3.0,5.0,7.0,0.552,2.348,0.293,0.384,1.071,-3.293,2.08,37.148,2018-07-05,0.15,0.24
0.848,0.971,0.644,0.495,4.0,6.0,7.0,1.301,3.123,0.905,1.174,1.865,-0.81,1.502,45.012,2018-07-06,0.13,0.32
0.882,0.732,1.28,1.126,0.0,9.0,7.0,2.08,3.921,1.417,1.958,2.669,3.087,1.819,52.397,2018-07-09,0.13,0.3
0.347,0.393,0.64,0.724,1.0,10.0,7.0,2.33,4.201,1.407,2.207,2.947,6.876,2.83,57.239,2018-07-10,0.13,0.19
-0.709,-0.346,-0.555,-0.313,2.0,11.0,7.0,1.542,3.467,0.562,1.449,2.209,8.186,3.901,51.451,2018-07-11,0.15,0.17
0.875,0.478,0.388,0.119,3.0,12.0,7.0,2.293,4.251,1.139,2.214,2.996,11.054,5.332,60.211,2018-07-12,0.09,0.27
0.108,0.19,0.365,0.495,4.0,13.0,7.0,2.28,4.3,0.997,2.228,3.039,13.417,6.949,59.856,2018-07-13,0.11,0.24
-0.103,-0.029,0.061,0.161,0.0,16.0,7.0,2.059,4.149,0.716,2.044,2.881,14.885,8.536,70.279,2018-07-16,0.01,0.29
0.397,0.374,-0.149,-0.432,1.0,17.0,7.0,2.343,4.475,0.887,2.337,3.201,16.753,10.18,71.02,2018-07-17,-0.02,0.35
0.216,0.091,0.597,0.789,2.0,18.0,7.0,2.452,4.628,0.881,2.447,3.342,18.51,11.846,80.788,2018-07-18,-0.04,0.3
-0.395,-0.167,-0.218,-0.07,3.0,19.0,7.0,1.97,4.201,0.39,1.979,2.9,18.787,13.234,74.117,2018-07-19,-0.07,0.24
-0.095,-0.084,0.009,-0.172,4.0,20.0,7.0,1.803,4.062,0.236,1.812,2.752,18.579,14.303,72.751,2018-07-20,-0.08,0.25
0.184,-0.039,-0.174,-0.192,0.0,23.0,7.0,1.923,4.19,0.335,1.914,2.873,18.614,15.165,72.269,2018-07-23,-0.13,0.29
0.478,0.761,0.572,0.768,1.0,24.0,7.0,2.324,4.599,0.648,2.288,3.269,19.5,16.032,79.746,2018-07-24,-0.18,0.33
0.91,0.637,0.235,-0.105,2.0,25.0,7.0,3.123,5.407,1.235,3.045,4.059,22.02,17.23,79.999,2018-07-25,-0.21,0.33
-0.303,-0.086,0.622,0.63,3.0,26.0,7.0,2.74,5.068,0.748,2.642,3.693,23.055,18.395,73.12,2018-07-26,-0.25,0.35
-0.656,-0.084,-0.949,0.242,4.0,27.0,7.0,2.029,4.393,0.074,1.92,2.996,22.118,19.139,60.686,2018-07-27,-0.25,0.27
-0.575,-0.754,-0.364,-0.822,0.0,30.0,7.0,1.403,3.795,-0.404,1.3,2.387,19.837,19.279,52.597,2018-07-30,-0.13,0.19
0.488,0.096,0.356,-0.329,1.0,31.0,7.0,1.809,4.216,0.067,1.71,2.804,18.917,19.206,63.002,2018-07-31,-0.07,0.24
-0.104,0.049,-0.079,0.407,2.0,1.0,8.0,1.65,4.07,-0.029,1.544,2.65,17.746,18.914,55.336,2018-08-01,-0.08,0.21
0.493,0.144,-0.339,-0.733,3.0,2.0,8.0,2.059,4.493,0.369,1.948,3.065,17.733,18.678,58.52,2018-08-02,-0.08,0.29
0.464,0.37,1.11,1.041,4.0,3.0,8.0,2.437,4.885,0.664,2.307,3.443,18.567,18.656,62.914,2018-08-03,-0.11,0.29
0.354,0.455,0.305,0.377,0.0,6.0,8.0,2.695,5.169,0.811,2.547,3.709,19.811,18.887,62.668,2018-08-06,-0.11,0.27
0.282,0.355,0.703,0.55,1.0,7.0,8.0,2.873,5.385,0.872,2.711,3.901,21.202,19.35,63.121,2018-08-07,-0.11,0.27
-0.026,-0.035,-0.099,0.03,2.0,8.0,8.0,2.73,5.31,0.677,2.58,3.799,21.991,19.878,67.408,2018-08-08,-0.12,0.27
-0.144,0.001,-0.039,0.014,3.0,9.0,8.0,2.498,5.123,0.427,2.344,3.588,22.029,20.308,66.77,2018-08-09,-0.16,0.32
-0.711,-0.708,-0.918,-0.614,4.0,10.0,8.0,1.709,4.397,-0.229,1.58,2.84,20.189,20.284,57.761,2018-08-10,-0.14,0.22
-0.401,0.042,-0.21,-0.147,0.0,13.0,8.0,1.252,3.965,-0.506,1.137,2.401,17.611,19.75,50.457,2018-08-13,-0.11,0.22
0.639,-0.01,0.238,-0.267,1.0,14.0,8.0,1.814,4.526,0.106,1.696,2.96,16.83,19.166,48.087,2018-08-14,-0.1,0.32
-0.76,-0.533,-0.852,0.002,2.0,15.0,8.0,1.012,3.752,-0.528,0.906,2.173,14.303,18.193,44.479,2018-08-15,-0.08,0.19
0.792,0.797,1.033,0.123,3.0,16.0,8.0,1.742,4.461,0.21,1.618,2.884,13.941,17.343,56.199,2018-08-16,-0.12,0.27
0.332,0.18,0.081,0.243,4.0,17.0,8.0,2.011,4.729,0.432,1.868,3.142,14.252,16.725,64.012,2018-08-17,-0.07,0.29
0.243,0.145,0.596,0.55,0.0,20.0,8.0,2.194,4.912,0.539,2.023,3.309,14.885,16.357,62.515,2018-08-20,-0.1,0.32
0.207,0.471,0.375,0.266,1.0,21.0,8.0,2.339,5.058,0.595,2.138,3.44,15.683,16.222,64.956,2018-08-21,-0.1,0.27
-0.04,-0.198,-0.184,-0.018,2.0,22.0,8.0,2.248,4.973,0.445,2.017,3.334,16.038,16.185,61.3,2018-08-22,-0.1,0.25
-0.169,0.043,-0.071,-0.024,3.0,23.0,8.0,2.025,4.765,0.221,1.778,3.107,15.747,16.098,55.742,2018-08-23,-0.11,0.21
0.62,0.257,0.292,0.072,4.0,24.0,8.0,2.565,5.303,0.668,2.29,3.631,16.753,16.229,57.966,2018-08-24,-0.08,0.29
0.767,0.768,0.78,0.78,0.0,27.0,8.0,3.226,5.971,1.14,2.915,4.278,19.109,16.805,61.501,2018-08-27,-0.11,0.32
0.027,0.19,0.305,0.581,1.0,28.0,8.0,3.166,5.943,0.933,2.825,4.218,20.8,17.604,61.958,2018-08-28,-0.13,0.27
0.57,0.438,0.169,-0.029,2.0,29.0,8.0,3.611,6.419,1.196,3.244,4.667,23.205,18.724,66.898,2018-08-29,-0.17,0.33
-0.443,-0.139,-0.11,0.287,3.0,30.0,8.0,3.09,5.948,0.605,2.703,4.159,23.795,19.738,69.78,2018-08-30,-0.14,0.22
0.013,-0.211,-0.121,-0.363,4.0,31.0,8.0,2.999,5.905,0.495,2.61,4.089,24.017,20.594,74.787,2018-08-31,-0.18,0.24
-0.165,-0.211,-0.228,-0.049,1.0,4.0,9.0,2.74,5.692,0.264,2.352,3.852,23.535,21.182,69.264,2018-09-04,-0.15,0.25
-0.28,-0.206,-0.285,-0.185,2.0,5.0,9.0,2.348,5.374,-0.013,1.996,3.511,22.241,21.394,76.235,2018-09-05,-0.13,0.25
-0.365,-0.075,-0.335,-0.102,3.0,6.0,9.0,1.882,4.975,-0.304,1.573,3.095,20.132,21.141,65.301,2018-09-06,-0.13,0.25
-0.221,-0.285,-0.111,-0.706,4.0,7.0,9.0,1.545,4.714,-0.421,1.301,2.823,17.742,20.461,59.054,2018-09-07,-0.12,0.29
0.19,0.108,0.413,0.458,0.0,10.0,9.0,1.619,4.846,-0.185,1.43,2.948,16.102,19.59,58.542,2018-09-10,-0.14,0.24
0.374,0.194,-0.319,-0.341,1.0,11.0,9.0,1.869,5.15,0.151,1.727,3.244,15.492,18.77,60.185,2018-09-11,-0.16,0.29
0.036,0.074,0.433,0.582,2.0,12.0,9.0,1.791,5.135,0.149,1.693,3.213,14.92,18.0,61.081,2018-09-12,-0.19,0.25
0.528,0.418,0.597,0.296,3.0,13.0,9.0,2.176,5.581,0.539,2.123,3.648,15.519,17.504,67.784,2018-09-13,-0.21,0.33
0.028,0.053,-0.021,0.329,4.0,14.0,9.0,2.087,5.559,0.453,2.065,3.602,15.875,17.178,63.08,2018-09-14,-0.21,0.25
-0.557,-0.126,-0.332,-0.088,0.0,17.0,9.0,1.449,4.985,-0.084,1.457,3.001,14.683,16.679,46.388,2018-09-17,-0.21,0.24
0.537,0.224,0.148,-0.451,1.0,18.0,9.0,1.893,5.448,0.361,1.906,3.45,14.818,16.307,52.724,2018-09-18,-0.21,0.33
0.125,0.041,0.463,0.549,2.0,19.0,9.0,1.937,5.521,0.388,1.949,3.5,15.046,16.055,47.276,2018-09-19,-0.21,0.33
0.784,0.771,0.548,0.452,3.0,20.0,9.0,2.593,6.206,0.931,2.605,4.166,16.872,16.218,62.173,2018-09-20,-0.26,0.4
-0.037,0.208,0.253,0.583,4.0,21.0,9.0,2.467,6.12,0.715,2.469,4.049,18.024,16.579,61.504,2018-09-21,-0.28,0.33
-0.352,-0.582,-0.495,-0.508,0.0,24.0,9.0,2.042,5.739,0.292,2.041,3.637,17.9,16.843,58.858,2018-09-24,-0.25,0.27
-0.131,0.005,0.037,-0.003,1.0,25.0,9.0,1.834,5.568,0.129,1.838,3.442,17.294,16.934,60.911,2018-09-25,-0.21,0.29
-0.329,0.246,-0.358,-0.163,2.0,26.0,9.0,1.444,5.213,-0.16,1.455,3.061,15.858,16.718,61.388,2018-09-26,-0.16,0.24
0.276,-0.134,0.206,-0.183,3.0,27.0,9.0,1.648,5.43,0.093,1.659,3.262,15.192,16.413,67.032,2018-09-27,-0.18,0.25
-0.001,-0.229,-0.061,-0.056,4.0,28.0,9.0,1.572,5.387,0.074,1.593,3.197,14.496,16.03,65.508,2018-09-28,-0.22,0.27
0.364,0.566,0.358,0.559,0.0,1.0,10.0,1.845,5.685,0.349,1.874,3.478,14.632,15.75,65.464,2018-10-01,-0.26,0.37
-0.04,-0.192,0.05,-0.085,1.0,2.0,10.0,1.726,5.602,0.247,1.763,3.372,14.479,15.496,64.526,2018-10-02,-0.27,0.35
0.071,0.288,0.068,0.27,2.0,3.0,10.0,1.724,5.626,0.255,1.761,3.372,14.36,15.269,60.098,2018-10-03,-0.26,0.37
-0.817,-0.683,-1.282,-0.421,3.0,4.0,10.0,0.877,4.812,-0.453,0.914,2.525,12.197,14.654,48.691,2018-10-04,-0.21,0.3
-0.553,-0.347,-0.507,-0.576,4.0,5.0,10.0,0.292,4.248,-0.81,0.349,1.944,9.083,13.54,48.744,2018-10-05,-0.19,0.24
-0.04,-0.694,-0.251,-0.862,0.0,8.0,10.0,0.207,4.174,-0.679,0.298,1.868,6.449,12.122,41.296,2018-10-08,-0.07,0.22
-0.142,0.186,0.426,0.173,1.0,9.0,10.0,0.012,4.004,-0.658,0.15,1.694,3.986,10.495,37.959,2018-10-09,-0.04,0.19
-3.286,-0.719,-3.111,-0.299,2.0,10.0,10.0,-3.364,0.724,-3.263,-3.116,-1.614,-5.54,7.288,11.109,2018-10-10,0.01,0.19
-2.057,-2.745,-2.67,-3.376,3.0,11.0,10.0,-5.473,-1.37,-4.345,-5.075,-3.674,-17.513,2.328,8.536,2018-10-11,0.22,0.14
1.421,-0.693,0.698,-0.228,4.0,12.0,10.0,-3.952,0.034,-2.307,-3.462,-2.178,-23.601,-2.858,21.932,2018-10-12,0.31,0.17
-0.591,0.008,0.718,-0.242,0.0,15.0,10.0,-4.504,-0.571,-2.332,-3.916,-2.73,-29.406,-8.168,20.964,2018-10-15,0.32,0.13
2.15,1.35,0.65,0.117,1.0,16.0,10.0,-2.277,1.521,-0.143,-1.662,-0.557,-28.902,-12.315,35.59,2018-10-16,0.29,0.21
-0.025,0.124,0.539,1.613,2.0,17.0,10.0,-2.267,1.476,-0.134,-1.621,-0.57,-28.234,-15.499,33.925,2018-10-17,0.25,0.14
-1.439,-0.387,-0.957,-0.344,3.0,18.0,10.0,-3.696,0.027,-1.277,-2.983,-1.999,-30.615,-18.522,30.183,2018-10-18,0.26,0.14
-0.036,-0.295,0.185,-0.94,4.0,19.0,10.0,-3.672,-0.017,-1.051,-2.902,-1.995,-32.21,-21.26,28.022,2018-10-19,0.35,0.13
-0.43,-0.673,-0.4,-0.062,0.0,22.0,10.0,-4.063,-0.451,-1.19,-3.215,-2.387,-34.043,-23.816,27.203,2018-10-22,0.37,0.14
-0.551,-0.912,-2.102,-1.907,1.0,23.0,10.0,-4.581,-1.006,-1.401,-3.639,-2.896,-36.302,-26.313,25.72,2018-10-23,0.41,0.13
-3.086,-0.399,-1.469,0.619,2.0,24.0,10.0,-7.773,-4.205,-3.704,-6.667,-6.051,-44.407,-29.932,22.183,2018-10-24,0.43,0.13
1.863,-0.725,0.601,-2.301,3.0,25.0,10.0,-5.719,-2.292,-1.446,-4.532,-4.031,-46.304,-33.207,31.041,2018-10-25,0.47,0.17
-1.733,-1.114,-1.487,-0.262,4.0,26.0,10.0,-7.446,-4.075,-2.588,-6.125,-5.749,-51.003,-36.766,28.313,2018-10-26,0.48,0.13
-0.656,0.537,-0.937,0.554,0.0,29.0,10.0,-7.998,-4.735,-2.612,-6.558,-6.319,-55.494,-40.511,27.605,2018-10-29,0.51,0.13
1.567,-0.791,1.221,-1.564,1.0,30.0,10.0,-6.202,-3.102,-0.824,-4.722,-4.587,-55.079,-43.425,39.277,2018-10-30,0.53,0.21
1.085,1.909,2.666,2.458,2.0,31.0,10.0,-4.95,-1.978,0.207,-3.457,-3.395,-51.804,-45.101,48.162,2018-10-31,0.49,0.16
1.056,0.182,0.12,0.443,3.0,1.0,11.0,-3.765,-0.902,1.0,-2.283,-2.269,-46.364,-45.354,46.974,2018-11-01,0.43,0.17
-0.632,0.543,-0.31,1.026,4.0,2.0,11.0,-4.326,-1.528,0.296,-2.818,-2.862,-42.955,-44.874,46.871,2018-11-02,0.38,0.13
0.56,-0.445,0.648,-0.695,0.0,5.0,11.0,-3.646,-0.945,0.681,-2.157,-2.243,-38.578,-43.615,41.033,2018-11-05,0.36,0.17
0.626,0.457,0.704,0.441,1.0,6.0,11.0,-2.898,-0.302,1.039,-1.462,-1.576,-33.341,-41.56,43.534,2018-11-06,0.36,0.17
2.121,2.116,1.354,1.305,2.0,7.0,11.0,-0.702,1.785,2.476,0.62,0.523,-24.197,-38.087,55.2,2018-11-07,0.32,0.21
-0.251,-0.014,0.752,1.163,3.0,8.0,11.0,-0.879,1.544,1.784,0.356,0.268,-17.32,-33.934,54.44,2018-11-08,0.25,0.14
-0.92,-0.734,-1.1,-0.438,4.0,9.0,11.0,-1.729,0.647,0.698,-0.547,-0.645,-13.794,-29.906,52.769,2018-11-09,0.28,0.16
-1.97,-0.648,-1.528,-0.722,0.0,12.0,11.0,-3.645,-1.327,-1.038,-2.467,-2.615,-15.245,-26.974,48.533,2018-11-12,0.33,0.13
-0.148,-0.771,-0.258,-1.582,1.0,13.0,11.0,-3.67,-1.459,-0.951,-2.517,-2.713,-16.531,-24.885,58.005,2018-11-13,0.37,0.13
-0.757,-0.283,-1.077,0.288,2.0,14.0,11.0,-4.322,-2.21,-1.376,-3.169,-3.426,-18.993,-23.707,49.48,2018-11-14,0.42,0.13
1.059,-0.416,-0.559,-1.621,3.0,15.0,11.0,-3.121,-1.122,-0.251,-2.006,-2.296,-18.422,-22.65,59.779,2018-11-15,0.44,0.16
0.222,0.416,1.551,0.929,4.0,16.0,11.0,-2.793,-0.893,-0.023,-1.71,-2.028,-17.281,-21.576,63.411,2018-11-16,0.44,0.14
-1.664,-0.495,-1.146,0.449,0.0,19.0,11.0,-4.394,-2.608,-1.373,-3.296,-3.68,-19.823,-21.226,51.13,2018-11-19,0.44,0.14
-1.815,-2.331,-1.849,-2.788,1.0,20.0,11.0,-6.138,-4.495,-2.597,-5.002,-5.486,-25.485,-22.077,40.764,2018-11-20,0.49,0.13
0.304,0.048,0.695,0.118,2.0,21.0,11.0,-5.635,-4.172,-1.829,-4.5,-5.064,-28.989,-23.46,37.353,2018-11-21,0.5,0.16
-0.655,-0.868,-0.707,-0.917,4.0,23.0,11.0,-6.126,-4.869,-2.001,-4.986,-5.643,-32.789,-25.326,37.347,2018-11-23,0.54,0.14
1.553,1.012,0.718,0.631,0.0,26.0,11.0,-4.33,-3.275,-0.352,-3.247,-3.948,-32.131,-26.687,41.538,2018-11-26,0.46,0.19
0.326,0.306,0.223,0.52,1.0,27.0,11.0,-3.836,-2.944,-0.021,-2.798,-3.538,-30.554,-27.46,40.225,2018-11-27,0.44,0.16
2.297,2.291,1.073,1.04,2.0,28.0,11.0,-1.387,-0.647,1.78,-0.47,-1.189,-24.055,-26.779,40.728,2018-11-28,0.37,0.22
-0.22,0.355,1.436,1.691,3.0,29.0,11.0,-1.486,-0.876,1.251,-0.664,-1.384,-19.169,-25.257,40.839,2018-11-29,0.32,0.14
0.819,0.259,0.361,0.029,4.0,30.0,11.0,-0.539,-0.062,1.642,0.147,-0.55,-13.336,-22.873,47.211,2018-11-30,0.29,0.17
1.094,1.423,1.486,1.926,0.0,3.0,12.0,0.649,1.011,2.165,1.18,0.528,-6.204,-19.539,59.191,2018-12-03,0.23,0.19
-3.236,-0.509,-2.748,-0.289,1.0,4.0,12.0,-2.511,-2.297,-0.885,-2.042,-2.744,-7.75,-17.181,47.459,2018-12-04,0.23,0.14
-0.152,-3.223,-2.805,-4.274,3.0,6.0,12.0,-2.505,-2.452,-0.831,-2.111,-2.843,-9.201,-15.585,49.328,2018-12-06,0.26,0.14
-2.332,0.46,0.061,1.042,4.0,7.0,12.0,-4.745,-4.885,-2.591,-4.371,-5.194,-15.248,-15.518,39.281,2018-12-07,0.36,0.14
0.176,-2.253,-1.521,-2.244,0.0,10.0,12.0,-4.351,-4.68,-1.929,-4.023,-4.909,-19.442,-16.303,39.089,2018-12-10,0.44,0.11
-0.036,1.014,1.474,1.276,1.0,11.0,12.0,-4.178,-4.69,-1.572,-3.901,-4.849,-22.581,-17.558,43.372,2018-12-11,0.43,0.11
0.542,0.415,1.105,-0.233,2.0,12.0,12.0,-3.41,-4.108,-0.82,-3.21,-4.199,-23.643,-18.775,51.232,2018-12-12,0.39,0.14
-0.02,-0.568,-0.49,0.018,3.0,13.0,12.0,-3.225,-4.117,-0.672,-3.104,-4.136,-24.248,-19.87,50.084,2018-12-13,0.41,0.11
-1.909,-1.315,-1.647,-1.092,4.0,14.0,12.0,-4.983,-6.128,-2.105,-4.91,-6.04,-28.482,-21.592,45.905,2018-12-14,0.43,0.11
-2.077,-1.288,-2.44,-1.48,0.0,17.0,12.0,-6.931,-8.351,-3.416,-6.856,-8.126,-35.783,-24.43,34.498,2018-12-17,0.51,0.11
0.009,-1.043,-0.072,-1.191,1.0,18.0,12.0,-6.655,-8.307,-2.726,-6.578,-7.956,-41.077,-27.76,33.116,2018-12-18,0.55,0.11
-1.54,0.439,-1.572,-0.502,2.0,19.0,12.0,-8.022,-9.957,-3.466,-7.921,-9.453,-47.884,-31.785,18.867,2018-12-19,0.56,0.11
-1.577,-2.927,-1.92,-1.974,3.0,20.0,12.0,-9.418,-11.666,-4.099,-9.272,-10.985,-55.826,-36.593,17.339,2018-12-20,0.6,0.11
-2.059,-0.208,-1.337,-1.257,4.0,21.0,12.0,-11.413,-13.947,-5.03,-11.115,-13.054,-65.464,-42.367,11.159,2018-12-21,0.61,0.11
-2.711,-3.756,-2.385,-2.629,0.0,24.0,12.0,-14.197,-17.03,-6.365,-13.655,-15.884,-77.496,-49.393,4.01,2018-12-24,0.65,0.11
4.959,2.382,-0.192,-1.56,2.0,26.0,12.0,-8.558,-11.436,-1.072,-7.959,-10.202,-76.739,-54.862,26.942,2018-12-26,0.61,0.22
0.856,0.865,2.189,3.359,3.0,27.0,12.0,-7.426,-10.434,-0.171,-6.767,-9.083,-73.585,-58.607,30.118,2018-12-27,0.56,0.14
-0.124,1.252,3.126,2.304,4.0,28.0,12.0,-7.299,-10.519,-0.236,-6.629,-9.036,-70.522,-60.99,34.023,2018-12-28,0.5,0.11
0.849,-0.438,0.402,0.007,0.0,31.0,12.0,-6.154,-9.54,0.486,-5.506,-7.957,-65.634,-61.919,36.298,2018-12-31,0.5,0.14
0.127,0.408,-0.618,-0.88,2.0,2.0,1.0,-5.813,-9.353,0.49,-5.162,-7.666,-60.804,-61.696,36.792,2019-01-02,0.45,0.16
-2.476,-1.046,-0.953,0.604,3.0,3.0,1.0,-8.238,-12.075,-1.629,-7.524,-10.193,-61.283,-61.613,30.747,2019-01-03,0.42,0.11
3.434,1.802,1.243,-0.706,4.0,4.0,1.0,-4.468,-8.318,1.396,-3.8,-6.405,-54.255,-60.142,40.297,2019-01-04,0.42,0.19
0.701,1.107,2.03,2.477,0.0,7.0,1.0,-3.591,-7.532,1.666,-2.957,-5.552,-46.715,-57.456,45.655,2019-01-07,0.38,0.17
0.97,0.532,0.911,1.282,1.0,8.0,1.0,-2.533,-6.486,2.088,-1.891,-4.449,-38.303,-53.626,52.593,2019-01-08,0.31,0.17
0.41,0.601,0.837,0.463,2.0,9.0,1.0,-2.021,-6.051,1.99,-1.417,-3.943,-30.434,-48.987,53.468,2019-01-09,0.26,0.17
0.452,0.096,-0.267,-0.252,3.0,10.0,1.0,-1.514,-5.562,1.945,-0.923,-3.407,-22.991,-43.788,58.431,2019-01-10,0.18,0.17
-0.015,-0.06,0.6,0.567,4.0,11.0,1.0,-1.494,-5.574,1.544,-0.901,-3.354,-16.927,-38.416,63.075,2019-01-11,0.15,0.14
-0.526,-0.268,-0.271,-0.301,0.0,14.0,1.0,-1.953,-6.128,0.819,-1.378,-3.823,-13.073,-33.347,68.219,2019-01-14,0.12,0.14
1.072,0.918,0.572,0.186,1.0,15.0,1.0,-0.794,-4.996,1.497,-0.291,-2.668,-7.695,-28.217,81.026,2019-01-15,0.11,0.19
