Close_Diff,High_Diff,Low_Diff,Open_Diff,Day_of_Week,Day_of_Month,Month,MA_50_Diff,MA_200_Diff,EMA_9_Diff,EMA_50_Diff,EMA_100_Diff,MACD,MACD_Signal,RSI,timestamp,model_smart_dumb_spread_close,model_percent_bearish_close
0.006,-0.848,-0.44,-0.869,4.0,30.0,7.0,1.821,-1.161,0.265,0.665,-0.248,6.58,2.796,58.095,2010-07-30,0.04,0.16
2.202,1.885,1.794,0.828,0.0,2.0,8.0,3.84,1.004,1.931,2.695,1.874,8.511,3.939,60.255,2010-08-02,0.01,0.14
-0.48,-0.165,0.833,1.608,1.0,3.0,8.0,3.318,0.516,1.167,2.139,1.373,9.495,5.05,58.209,2010-08-03,-0.02,0.11
0.605,0.294,0.242,-0.38,2.0,4.0,8.0,3.804,1.097,1.409,2.62,1.928,10.7,6.18,59.643,2010-08-04,-0.07,0.13
-0.127,-0.194,-0.058,0.421,3.0,5.0,8.0,3.59,0.959,1.027,2.399,1.767,11.407,7.225,73.556,2010-08-05,-0.08,0.11
-0.37,-0.311,-1.04,-0.33,4.0,6.0,8.0,3.136,0.577,0.527,1.956,1.374,11.499,8.08,69.818,2010-08-06,-0.11,0.11
0.548,0.55,1.241,0.065,0.0,9.0,8.0,3.62,1.099,0.856,2.393,1.874,11.93,8.85,68.302,2010-08-09,-0.14,0.13
-0.597,-0.184,-0.832,0.011,1.0,10.0,8.0,2.985,0.492,0.208,1.736,1.26,11.595,9.399,72.596,2010-08-10,-0.15,0.13
-2.818,-0.911,-2.072,-0.537,2.0,11.0,8.0,0.138,-2.398,-2.148,-1.069,-1.572,8.681,9.256,48.27,2010-08-11,-0.11,0.07
-0.538,-2.701,-1.09,-3.17,3.0,12.0,8.0,-0.375,-2.959,-2.16,-1.552,-2.079,5.831,8.571,41.946,2010-08-12,-0.05,0.05
-0.402,-0.043,0.215,0.068,4.0,13.0,8.0,-0.737,-3.382,-2.058,-1.886,-2.442,3.184,7.493,33.787,2010-08-13,0.02,0.04
0.012,-0.334,-0.881,-0.437,0.0,16.0,8.0,-0.752,-3.387,-1.637,-1.8,-2.381,1.084,6.212,34.227,2010-08-16,0.05,0.04
1.219,1.618,1.091,0.341,1.0,17.0,8.0,0.385,-2.154,-0.33,-0.551,-1.125,0.477,5.065,44.075,2010-08-17,0.06,0.07
0.148,-0.034,0.425,1.01,2.0,18.0,8.0,0.474,-2.029,-0.145,-0.387,-0.956,0.124,4.076,46.701,2010-08-18,0.03,0.07
-1.694,-0.667,-1.391,0.033,3.0,19.0,8.0,-1.278,-3.802,-1.496,-2.033,-2.642,-1.631,2.935,40.025,2010-08-19,0.06,0.04
-0.366,-1.539,-0.63,-1.539,4.0,20.0,8.0,-1.622,-4.196,-1.496,-2.314,-2.96,-3.303,1.687,25.344,2010-08-20,0.14,0.02
-0.404,0.553,0.298,-0.211,0.0,23.0,8.0,-1.989,-4.628,-1.526,-2.622,-3.311,-4.92,0.366,25.593,2010-08-23,0.19,0.05
-1.451,-1.699,-1.912,-0.947,1.0,24.0,8.0,-3.419,-6.162,-2.417,-3.971,-4.736,-7.366,-1.18,17.925,2010-08-24,0.25,0.0
0.329,-0.359,-0.654,-1.337,2.0,25.0,8.0,-2.966,-5.807,-1.665,-3.488,-4.306,-8.923,-2.729,20.515,2010-08-25,0.28,0.02
-0.768,-0.293,0.536,-0.102,3.0,26.0,8.0,-3.635,-6.605,-1.962,-4.121,-5.012,-10.688,-4.321,19.861,2010-08-26,0.33,0.0
1.659,0.845,-0.545,0.13,4.0,27.0,8.0,-1.847,-4.852,-0.238,-2.327,-3.234,-10.564,-5.569,26.537,2010-08-27,0.28,0.02
-1.472,-0.076,0.874,1.299,0.0,30.0,8.0,-3.238,-6.395,-1.389,-3.705,-4.681,-11.596,-6.775,24.885,2010-08-30,0.31,0.0
0.039,-0.87,-0.754,-1.507,1.0,31.0,8.0,-3.076,-6.335,-1.079,-3.52,-4.549,-12.239,-7.868,32.15,2010-08-31,0.31,0.0
2.95,2.479,0.849,0.271,2.0,1.0,9.0,-0.094,-3.282,1.454,-0.532,-1.522,-10.134,-8.321,48.793,2010-09-01,0.31,0.04
0.908,0.814,2.922,2.947,3.0,2.0,9.0,0.81,-2.343,1.873,0.358,-0.596,-7.587,-8.174,53.794,2010-09-02,0.26,0.09
1.322,1.376,1.224,1.198,4.0,3.0,9.0,2.048,-1.005,2.522,1.593,0.702,-4.356,-7.411,57.989,2010-09-03,0.18,0.09
-1.147,-0.226,-0.225,0.822,1.0,7.0,9.0,0.884,-2.169,1.113,0.434,-0.441,-2.785,-6.485,49.777,2010-09-07,0.2,0.05
0.644,0.06,0.111,-0.929,2.0,8.0,9.0,1.474,-1.518,1.396,1.029,0.198,-0.962,-5.381,51.452,2010-09-08,0.18,0.05
0.483,0.635,0.805,0.805,3.0,9.0,9.0,1.834,-1.035,1.497,1.445,0.664,0.901,-4.124,59.582,2010-09-09,0.19,0.09
0.486,0.055,0.252,0.311,4.0,10.0,9.0,2.167,-0.548,1.579,1.847,1.122,2.779,-2.744,62.586,2010-09-10,0.13,0.16
1.113,1.169,0.857,0.798,0.0,13.0,9.0,3.075,0.552,2.13,2.813,2.167,5.204,-1.154,67.214,2010-09-13,0.08,0.21
-0.071,0.311,0.198,0.699,1.0,14.0,9.0,2.83,0.476,1.648,2.636,2.056,6.98,0.473,74.083,2010-09-14,0.04,0.14
0.354,-0.08,-0.085,-0.154,2.0,15.0,9.0,3.001,0.813,1.596,2.863,2.354,8.609,2.1,74.175,2010-09-15,0.02,0.14
-0.036,-0.091,0.381,0.398,3.0,16.0,9.0,2.851,0.764,1.248,2.716,2.272,9.755,3.631,78.358,2010-09-16,0.04,0.16
0.083,0.536,0.317,0.222,4.0,17.0,9.0,2.833,0.838,1.064,2.687,2.306,10.615,5.028,75.396,2010-09-17,0.02,0.14
1.521,1.183,0.369,0.016,0.0,20.0,9.0,4.175,2.309,2.037,3.982,3.695,12.534,6.529,88.581,2010-09-20,-0.02,0.18
-0.256,0.326,0.857,1.442,1.0,21.0,9.0,3.822,2.04,1.428,3.589,3.379,13.661,7.956,86.451,2010-09-21,-0.05,0.11
-0.483,-0.367,-0.408,-0.291,2.0,22.0,9.0,3.287,1.553,0.76,2.999,2.853,13.95,9.154,77.376,2010-09-22,-0.06,0.11
-0.833,-0.665,-0.777,-0.736,3.0,23.0,9.0,2.422,0.716,-0.059,2.099,1.997,13.263,9.976,67.674,2010-09-23,-0.04,0.09
2.119,1.067,0.793,0.052,4.0,24.0,9.0,4.356,2.752,1.614,3.968,3.951,14.475,10.876,70.505,2010-09-24,-0.09,0.13
-0.567,0.089,0.911,1.498,0.0,27.0,9.0,3.675,2.178,0.843,3.287,3.336,14.741,11.649,74.783,2010-09-27,-0.1,0.11
0.485,0.007,-0.868,-0.551,1.0,28.0,9.0,4.007,2.63,1.057,3.607,3.727,15.223,12.364,74.408,2010-09-28,-0.17,0.09
-0.259,-0.119,0.722,0.389,2.0,29.0,9.0,3.651,2.361,0.64,3.225,3.409,15.19,12.929,70.754,2010-09-29,-0.18,0.09
-0.308,0.743,-0.367,-0.068,3.0,30.0,9.0,3.228,2.047,0.266,2.811,3.048,14.71,13.285,66.51,2010-09-30,-0.21,0.05
0.442,-0.593,0.294,-0.216,4.0,1.0,10.0,3.561,2.461,0.564,3.111,3.406,14.568,13.542,63.745,2010-10-01,-0.26,0.11
-0.803,-0.186,-0.663,0.129,0.0,4.0,10.0,2.72,1.659,-0.193,2.235,2.572,13.556,13.545,58.216,2010-10-04,-0.27,0.11
2.086,1.272,0.778,-0.374,1.0,5.0,10.0,4.629,3.64,1.483,4.067,4.472,14.501,13.736,65.287,2010-10-05,-0.32,0.16
-0.067,-0.037,1.242,1.677,2.0,6.0,10.0,4.485,3.551,1.134,3.845,4.321,15.014,13.992,65.081,2010-10-06,-0.3,0.11
-0.165,0.132,-0.298,0.152,3.0,7.0,10.0,4.238,3.373,0.777,3.542,4.08,15.092,14.212,63.753,2010-10-07,-0.32,0.16
0.612,0.332,0.362,-0.276,4.0,8.0,10.0,4.711,3.94,1.104,3.967,4.572,15.547,14.479,60.387,2010-10-08,-0.32,0.16
0.015,0.081,0.557,0.601,0.0,11.0,10.0,4.616,3.935,0.895,3.825,4.495,15.74,14.731,62.132,2010-10-11,-0.35,0.13
0.382,0.334,-0.543,-0.089,1.0,12.0,10.0,4.904,4.282,1.018,4.027,4.762,16.067,14.998,67.028,2010-10-12,-0.38,0.16
0.712,1.006,1.351,0.605,2.0,13.0,10.0,5.478,4.938,1.374,4.521,5.328,16.804,15.359,75.837,2010-10-13,-0.39,0.21
-0.364,-0.464,-0.394,0.555,3.0,14.0,10.0,5.054,4.57,0.811,4.008,4.883,16.848,15.657,65.047,2010-10-14,-0.39,0.21
0.203,0.196,0.035,-0.03,4.0,15.0,10.0,5.16,4.742,0.809,4.038,4.975,16.88,15.902,71.427,2010-10-15,-0.4,0.25
0.724,0.367,0.637,-0.054,0.0,18.0,10.0,5.736,5.398,1.218,4.542,5.546,17.393,16.2,72.46,2010-10-18,-0.42,0.21
-1.588,-0.581,-1.263,0.154,1.0,19.0,10.0,4.149,3.857,-0.301,2.885,3.943,16.096,16.179,60.776,2010-10-19,-0.4,0.16
1.052,0.365,0.606,-1.01,2.0,20.0,10.0,5.051,4.841,0.595,3.743,4.845,15.875,16.118,67.281,2010-10-20,-0.4,0.2
0.177,0.549,0.38,1.121,3.0,21.0,10.0,5.065,4.991,0.617,3.76,4.915,15.688,16.032,66.353,2010-10-21,-0.38,0.23
0.239,-0.462,0.668,0.059,4.0,22.0,10.0,5.123,5.2,0.683,3.833,5.039,15.587,15.943,73.584,2010-10-22,-0.41,0.23
0.215,1.031,0.488,0.357,0.0,25.0,10.0,5.147,5.386,0.717,3.881,5.139,15.534,15.861,66.266,2010-10-25,-0.4,0.29
0.002,-0.755,-0.593,0.012,1.0,26.0,10.0,4.969,5.371,0.575,3.73,5.039,15.316,15.752,66.957,2010-10-26,-0.41,0.29
-0.269,-0.275,-0.511,-0.088,2.0,27.0,10.0,4.561,5.096,0.245,3.334,4.688,14.717,15.545,65.844,2010-10-27,-0.39,0.27
0.112,0.481,0.461,0.053,3.0,28.0,10.0,4.517,5.187,0.286,3.308,4.7,14.185,15.273,63.081,2010-10-28,-0.39,0.23
-0.044,-0.342,0.221,-0.051,4.0,29.0,10.0,4.293,5.131,0.194,3.137,4.566,13.566,14.932,62.535,2010-10-29,-0.38,0.25
0.095,0.873,-0.174,0.155,0.0,1.0,11.0,4.193,5.2,0.23,3.102,4.564,13.015,14.548,60.706,2010-11-01,-0.39,0.23
0.776,0.006,0.867,0.181,1.0,2.0,11.0,4.719,5.912,0.799,3.697,5.194,13.169,14.272,61.196,2010-11-02,-0.39,0.3
0.368,0.202,-0.362,0.499,2.0,3.0,11.0,4.824,6.231,0.93,3.892,5.432,13.489,14.116,67.452,2010-11-03,-0.4,0.27
1.928,1.915,1.249,0.381,3.0,4.0,11.0,6.353,7.962,2.243,5.486,7.078,15.429,14.378,74.953,2010-11-04,-0.45,0.41
0.392,0.477,1.832,1.908,4.0,5.0,11.0,6.428,8.267,2.1,5.626,7.293,17.155,14.934,73.869,2010-11-05,-0.48,0.43
-0.212,-0.205,-0.225,0.167,0.0,8.0,11.0,5.97,8.021,1.514,5.212,6.956,18.105,15.568,90.982,2010-11-08,-0.51,0.43
-0.805,0.185,-0.707,0.029,1.0,9.0,11.0,4.935,7.224,0.571,4.269,6.078,17.857,16.026,76.077,2010-11-09,-0.48,0.3
0.438,-0.659,-0.381,-0.854,2.0,10.0,11.0,5.071,7.579,0.804,4.502,6.358,17.883,16.397,77.165,2010-11-10,-0.46,0.39
-0.424,-0.271,0.013,-0.008,3.0,11.0,11.0,4.447,7.132,0.305,3.934,5.842,17.286,16.575,70.829,2010-11-11,-0.46,0.38
-1.181,-0.407,-0.864,-0.327,4.0,12.0,11.0,3.124,5.97,-0.709,2.677,4.623,15.479,16.356,58.003,2010-11-12,-0.43,0.38
-0.122,-0.254,0.257,-0.714,0.0,15.0,11.0,2.85,5.81,-0.666,2.458,4.417,13.771,15.839,57.012,2010-11-15,-0.4,0.38
-1.621,-1.047,-2.017,-0.471,1.0,16.0,11.0,1.103,4.226,-1.859,0.818,2.787,10.726,14.816,47.996,2010-11-16,-0.31,0.29
0.021,-0.94,0.24,-1.378,2.0,17.0,11.0,0.989,4.212,-1.47,0.806,2.752,8.239,13.501,47.443,2010-11-17,-0.31,0.3
1.536,1.414,0.674,0.46,3.0,18.0,11.0,2.331,5.605,0.052,2.216,4.139,7.641,12.329,55.64,2010-11-18,-0.32,0.23
0.254,-0.027,0.481,1.045,4.0,19.0,11.0,2.429,5.789,0.244,2.367,4.295,7.327,11.328,56.343,2010-11-19,-0.36,0.23
-0.158,-0.086,-0.409,0.163,0.0,22.0,11.0,2.148,5.581,0.069,2.126,4.062,6.847,10.432,51.878,2010-11-22,-0.36,0.25
-1.428,-0.536,-0.647,-0.464,1.0,23.0,11.0,0.629,4.166,-1.103,0.68,2.619,5.028,9.351,43.185,2010-11-23,-0.28,0.23
1.492,0.512,0.577,-0.739,2.0,24.0,11.0,1.968,5.521,0.307,2.057,3.971,4.951,8.471,40.61,2010-11-24,-0.28,0.29
-0.747,-0.372,0.273,0.884,4.0,26.0,11.0,1.121,4.764,-0.355,1.268,3.184,4.12,7.601,35.43,2010-11-26,-0.22,0.25
-0.138,-0.32,-1.12,-0.425,0.0,29.0,11.0,0.88,4.585,-0.395,1.087,2.99,3.292,6.739,35.705,2010-11-29,-0.22,0.2
-0.607,-0.247,0.043,-0.515,1.0,30.0,11.0,0.21,3.966,-0.806,0.464,2.35,2.03,5.797,36.48,2010-11-30,-0.19,0.21
2.162,1.702,1.061,0.308,2.0,1.0,12.0,2.212,5.954,1.061,2.47,4.328,3.054,5.249,45.54,2010-12-01,-0.27,0.2
1.282,1.183,1.703,1.703,3.0,2.0,12.0,3.307,7.097,1.851,3.559,5.43,5.055,5.21,52.628,2010-12-02,-0.36,0.29
0.26,0.301,0.829,1.087,4.0,3.0,12.0,3.395,7.291,1.685,3.66,5.563,6.819,5.532,59.053,2010-12-03,-0.46,0.3
-0.13,0.019,0.316,0.323,0.0,6.0,12.0,3.147,7.123,1.245,3.396,5.332,7.996,6.025,58.998,2010-12-06,-0.5,0.27
0.052,0.755,0.211,0.276,1.0,7.0,12.0,3.064,7.118,1.037,3.311,5.274,8.877,6.595,68.582,2010-12-07,-0.53,0.3
0.37,-0.496,-0.307,-0.182,2.0,8.0,12.0,3.29,7.411,1.122,3.523,5.512,9.828,7.242,69.645,2010-12-08,-0.53,0.41
0.384,0.47,0.603,0.418,3.0,9.0,12.0,3.517,7.713,1.2,3.74,5.758,10.838,7.961,66.054,2010-12-09,-0.56,0.41
0.6,0.461,0.467,0.302,4.0,10.0,12.0,3.933,8.208,1.432,4.145,6.195,12.095,8.788,67.314,2010-12-10,-0.61,0.45
0.005,0.51,0.63,0.703,0.0,13.0,12.0,3.786,8.163,1.149,3.987,6.077,12.948,9.62,68.431,2010-12-13,-0.64,0.43
0.091,-0.011,-0.175,-0.055,1.0,14.0,12.0,3.705,8.197,0.991,3.915,6.04,13.558,10.407,80.54,2010-12-14,-0.65,0.41
-0.512,-0.188,-0.336,-0.021,2.0,15.0,12.0,3.088,7.677,0.385,3.286,5.446,13.374,11.001,70.864,2010-12-15,-0.62,0.43
0.619,-0.04,-0.094,-0.422,3.0,16.0,12.0,3.551,8.196,0.798,3.728,5.908,13.687,11.538,80.705,2010-12-16,-0.64,0.41
0.084,0.166,0.569,0.59,4.0,17.0,12.0,3.493,8.23,0.705,3.659,5.868,13.86,12.002,82.468,2010-12-17,-0.67,0.38
0.255,0.352,0.132,0.171,0.0,20.0,12.0,3.607,8.42,0.766,3.751,5.987,14.09,12.42,90.355,2010-12-20,-0.69,0.36
0.603,0.353,0.638,0.295,1.0,21.0,12.0,4.043,8.924,1.088,4.158,6.42,14.709,12.878,87.661,2010-12-21,-0.69,0.46
0.338,0.381,0.441,0.441,2.0,22.0,12.0,4.224,9.185,1.137,4.305,6.602,15.365,13.375,85.059,2010-12-22,-0.7,0.48
-0.164,-0.064,-0.071,0.206,3.0,23.0,12.0,3.941,8.993,0.78,3.985,6.321,15.539,13.808,80.768,2010-12-23,-0.69,0.32
0.061,-0.013,-0.205,-0.228,0.0,27.0,12.0,3.867,9.006,0.672,3.885,6.252,15.559,14.158,83.561,2010-12-27,-0.67,0.38
0.077,0.117,0.379,0.354,1.0,28.0,12.0,3.81,9.034,0.599,3.804,6.199,15.475,14.422,83.669,2010-12-28,-0.64,0.32
0.101,0.214,0.204,-0.025,2.0,29.0,12.0,3.788,9.086,0.559,3.748,6.169,15.335,14.604,82.568,2010-12-29,-0.65,0.32
-0.151,-0.12,-0.195,0.052,3.0,30.0,12.0,3.497,8.912,0.327,3.461,5.908,14.898,14.663,77.317,2010-12-30,-0.64,0.3
-0.019,-0.139,-0.17,-0.213,4.0,31.0,12.0,3.352,8.858,0.247,3.308,5.773,14.367,14.604,72.46,2010-12-31,-0.63,0.29
1.131,1.336,0.273,0.068,0.0,3.0,1.0,4.289,9.834,1.09,4.218,6.692,14.922,14.667,79.886,2011-01-03,-0.62,0.3
-0.131,-0.161,0.401,1.219,1.0,4.0,1.0,4.026,9.674,0.768,3.931,6.439,15.054,14.745,76.945,2011-01-04,-0.59,0.3
0.501,0.275,0.214,-0.328,2.0,5.0,1.0,4.362,10.084,1.01,4.237,6.769,15.493,14.895,88.924,2011-01-05,-0.6,0.3
-0.212,0.042,0.401,0.592,3.0,6.0,1.0,4.02,9.851,0.64,3.875,6.44,15.445,15.005,82.164,2011-01-06,-0.6,0.27
-0.184,-0.105,-0.687,-0.147,4.0,7.0,1.0,3.702,9.643,0.365,3.552,6.143,15.043,15.012,77.886,2011-01-07,-0.61,0.23
-0.138,-0.416,0.038,-0.28,0.0,10.0,1.0,3.434,9.478,0.182,3.285,5.895,14.417,14.893,73.59,2011-01-10,-0.59,0.25
0.373,0.451,0.589,0.137,1.0,11.0,1.0,3.649,9.774,0.442,3.501,6.12,14.14,14.743,71.962,2011-01-11,-0.6,0.27
0.901,0.753,0.475,0.241,2.0,12.0,1.0,4.352,10.535,1.065,4.192,6.821,14.677,14.73,75.829,2011-01-12,-0.62,0.3
-0.171,-0.013,0.378,0.794,3.0,13.0,1.0,4.047,10.338,0.716,3.87,6.529,14.756,14.735,75.641,2011-01-13,-0.65,0.29
0.738,0.508,0.997,-0.224,4.0,14.0,1.0,4.603,10.95,1.155,4.395,7.071,15.405,14.869,79.1,2011-01-14,-0.66,0.39
0.138,0.218,-0.238,0.804,1.0,18.0,1.0,4.62,11.031,1.033,4.349,7.057,15.881,15.071,79.372,2011-01-18,-0.66,0.44
-1.012,-0.113,-0.871,0.101,2.0,19.0,1.0,3.558,10.086,0.017,3.239,5.986,15.027,15.062,64.964,2011-01-19,-0.63,0.38
-0.129,-0.869,-0.599,-1.056,3.0,20.0,1.0,3.344,9.931,-0.09,2.992,5.748,14.054,14.861,65.175,2011-01-20,-0.58,0.31
0.241,0.612,0.85,0.217,4.0,21.0,1.0,3.468,10.11,0.121,3.099,5.857,13.379,14.564,66.784,2011-01-21,-0.54,0.33
0.584,0.056,0.031,-0.026,0.0,24.0,1.0,3.916,10.594,0.56,3.517,6.276,13.295,14.31,63.579,2011-01-24,-0.55,0.35
0.026,-0.052,-0.109,0.38,1.0,25.0,1.0,3.821,10.581,0.469,3.404,6.176,13.104,14.069,65.309,2011-01-25,-0.54,0.35
0.422,0.657,0.851,0.295,2.0,26.0,1.0,4.075,10.919,0.71,3.66,6.44,13.24,13.903,64.842,2011-01-26,-0.56,0.32
0.224,0.119,0.189,0.429,3.0,27.0,1.0,4.133,11.084,0.746,3.724,6.518,13.428,13.808,68.943,2011-01-27,-0.57,0.26
-1.785,0.106,-1.492,0.163,4.0,28.0,1.0,2.237,9.443,-0.847,1.897,4.723,11.572,13.361,52.73,2011-01-28,-0.53,0.22
0.766,-1.19,0.11,-1.78,0.0,31.0,1.0,2.813,10.095,-0.064,2.539,5.34,10.766,12.842,58.465,2011-01-31,-0.47,0.22
1.669,1.685,0.99,0.99,1.0,1.0,2.0,4.239,11.529,1.263,3.977,6.758,11.724,12.618,64.595,2011-02-01,-0.44,0.26
-0.272,-0.096,1.046,1.301,2.0,2.0,2.0,3.818,11.25,0.795,3.569,6.374,12.057,12.506,58.563,2011-02-02,-0.44,0.22
0.235,0.076,-0.598,-0.24,3.0,3.0,2.0,3.877,11.42,0.822,3.647,6.464,12.426,12.49,60.97,2011-02-03,-0.45,0.22
0.288,0.183,0.528,0.325,4.0,4.0,2.0,3.955,11.636,0.886,3.77,6.599,12.874,12.567,58.756,2011-02-04,-0.45,0.23
0.624,0.904,0.782,0.37,0.0,7.0,2.0,4.367,12.145,1.201,4.196,7.037,13.731,12.8,61.222,2011-02-07,-0.48,0.24
0.418,0.153,0.319,0.527,1.0,8.0,2.0,4.562,12.469,1.29,4.415,7.277,14.686,13.177,71.434,2011-02-08,-0.48,0.29
-0.279,-0.025,-0.087,0.282,2.0,9.0,2.0,4.093,12.172,0.811,3.985,6.879,14.972,13.536,70.006,2011-02-09,-0.46,0.24
0.075,-0.133,-0.24,-0.329,3.0,10.0,2.0,3.951,12.189,0.708,3.898,6.811,15.105,13.85,69.372,2011-02-10,-0.44,0.27
0.551,0.606,0.331,0.04,4.0,11.0,2.0,4.292,12.624,1.002,4.251,7.176,15.618,14.204,69.308,2011-02-11,-0.45,0.33
0.238,0.163,0.822,0.764,0.0,14.0,2.0,4.354,12.777,0.99,4.303,7.251,16.095,14.582,70.159,2011-02-14,-0.47,0.35
-0.323,-0.19,-0.173,0.128,1.0,15.0,2.0,3.888,12.446,0.535,3.836,6.812,15.941,14.854,65.55,2011-02-15,-0.46,0.31
0.626,0.54,0.37,-0.069,2.0,16.0,2.0,4.316,12.93,0.923,4.26,7.245,16.302,15.143,67.3,2011-02-16,-0.45,0.33
0.308,0.291,0.112,0.366,3.0,17.0,2.0,4.435,13.132,0.981,4.375,7.381,16.726,15.46,86.745,2011-02-17,-0.45,0.33
0.192,0.192,0.535,0.45,4.0,18.0,2.0,4.448,13.219,0.937,4.38,7.409,17.074,15.783,85.552,2011-02-18,-0.45,0.32
-2.053,-0.384,-1.927,-0.11,1.0,22.0,2.0,2.32,11.322,-0.911,2.283,5.36,14.953,15.617,54.558,2011-02-22,-0.37,0.23
-0.611,-1.568,-0.974,-1.753,2.0,23.0,2.0,1.617,10.72,-1.225,1.616,4.683,12.479,14.989,51.86,2011-02-23,-0.29,0.24
-0.099,-0.531,-0.407,-0.635,3.0,24.0,2.0,1.418,10.574,-1.061,1.458,4.498,10.295,14.05,49.437,2011-02-24,-0.22,0.26
1.055,0.74,1.011,0.019,4.0,25.0,2.0,2.329,11.451,-0.005,2.389,5.386,9.566,13.153,54.558,2011-02-25,-0.25,0.29
0.556,0.664,1.01,1.092,0.0,28.0,2.0,2.73,11.877,0.439,2.814,5.792,9.471,12.417,54.169,2011-02-28,-0.3,0.26
-1.574,0.204,-1.091,0.532,1.0,1.0,3.0,1.078,10.403,-0.923,1.211,4.201,7.622,11.458,41.955,2011-03-01,-0.33,0.26
0.162,-1.344,-0.273,-1.744,2.0,2.0,3.0,1.139,10.482,-0.608,1.316,4.269,6.256,10.418,44.435,2011-03-02,-0.35,0.27
1.722,1.377,0.752,0.529,3.0,3.0,3.0,2.686,11.918,0.876,2.87,5.773,6.911,9.716,53.413,2011-03-03,-0.37,0.29
-0.738,-0.09,0.017,1.399,4.0,4.0,3.0,1.862,11.185,0.111,2.064,4.972,6.562,9.085,47.056,2011-03-04,-0.39,0.26
-0.834,-0.255,-0.655,-0.602,0.0,7.0,3.0,0.958,10.347,-0.583,1.191,4.09,5.334,8.335,42.28,2011-03-07,-0.36,0.24
0.892,-0.146,0.22,-0.882,1.0,8.0,3.0,1.736,11.052,0.245,1.984,4.841,5.245,7.717,47.952,2011-03-08,-0.35,0.26
-0.136,-0.191,0.414,0.677,2.0,9.0,3.0,1.507,10.837,0.087,1.778,4.618,4.971,7.168,44.363,2011-03-09,-0.35,0.23
-1.887,-0.566,-1.376,-0.318,3.0,10.0,3.0,-0.444,9.037,-1.467,-0.107,2.728,2.713,6.277,36.298,2011-03-10,-0.31,0.19
0.708,-0.56,-0.172,-1.694,4.0,11.0,3.0,0.194,9.586,-0.603,0.573,3.344,1.644,5.35,38.739,2011-03-11,-0.26,0.18
-0.605,-0.547,-0.435,0.6,0.0,14.0,3.0,-0.473,8.961,-0.972,-0.03,2.701,0.159,4.312,43.745,2011-03-14,-0.19,0.15
-1.12,-0.978,-1.963,-0.978,1.0,15.0,3.0,-1.649,7.854,-1.693,-1.118,1.568,-2.165,3.017,41.96,2011-03-15,-0.12,0.14
-1.949,-0.586,-0.957,-0.699,2.0,16.0,3.0,-3.646,5.948,-2.972,-3.006,-0.382,-5.955,1.222,36.512,2011-03-16,0.0,0.09
1.34,-0.158,1.006,-1.395,3.0,17.0,3.0,-2.281,7.123,-1.288,-1.579,0.927,-7.512,-0.525,37.559,2011-03-17,0.05,0.08
0.43,0.782,1.155,1.197,4.0,18.0,3.0,-1.847,7.452,-0.684,-1.099,1.324,-8.21,-2.062,36.927,2011-03-18,0.05,0.05
1.499,0.908,0.429,0.387,0.0,21.0,3.0,-0.38,8.729,0.643,0.379,2.727,-7.133,-3.076,47.815,2011-03-21,-0.02,0.1
-0.355,-0.095,0.862,1.298,1.0,22.0,3.0,-0.772,8.31,0.231,0.023,2.333,-6.576,-3.776,46.023,2011-03-22,-0.04,0.06
0.291,0.089,-0.669,-0.47,2.0,23.0,3.0,-0.522,8.485,0.417,0.301,2.565,-5.764,-4.174,39.912,2011-03-23,-0.08,0.12
0.934,0.833,1.066,0.652,3.0,24.0,3.0,0.354,9.235,1.071,1.176,3.398,-4.095,-4.158,46.58,2011-03-24,-0.11,0.13
0.316,0.598,0.956,0.86,4.0,25.0,3.0,0.626,9.435,1.106,1.429,3.629,-2.41,-3.808,51.139,2011-03-25,-0.16,0.1
-0.275,0.042,0.003,0.278,0.0,28.0,3.0,0.312,9.102,0.667,1.112,3.297,-1.351,-3.317,46.2,2011-03-28,-0.18,0.08
0.706,-0.022,-0.376,-0.462,1.0,29.0,3.0,0.971,9.652,1.091,1.734,3.896,0.232,-2.607,49.819,2011-03-29,-0.22,0.13
0.668,0.931,1.274,0.956,2.0,30.0,3.0,1.578,10.172,1.398,2.293,4.445,2.174,-1.651,61.479,2011-03-30,-0.25,0.17
-0.183,-0.148,0.238,0.42,3.0,31.0,3.0,1.332,9.928,0.974,2.031,4.185,3.476,-0.625,57.828,2011-03-31,-0.27,0.18
0.496,0.608,0.291,0.154,4.0,1.0,4.0,1.741,10.291,1.17,2.416,4.566,4.982,0.496,63.21,2011-04-01,-0.29,0.18
0.035,-0.083,0.016,0.307,0.0,4.0,4.0,1.7,10.241,0.963,2.354,4.508,6.141,1.625,70.854,2011-04-04,-0.27,0.13
-0.018,0.11,0.07,-0.115,1.0,5.0,4.0,1.62,10.143,0.756,2.245,4.402,6.961,2.692,88.834,2011-04-05,-0.32,0.15
0.218,0.087,0.08,0.294,2.0,6.0,4.0,1.768,10.249,0.778,2.361,4.519,7.755,3.705,86.974,2011-04-06,-0.35,0.18
-0.152,-0.043,-0.34,-0.084,3.0,7.0,4.0,1.563,10.022,0.502,2.126,4.287,8.128,4.589,83.88,2011-04-07,-0.37,0.17
-0.4,0.049,-0.273,0.1,4.0,8.0,4.0,1.124,9.564,0.081,1.664,3.825,7.901,5.252,72.463,2011-04-08,-0.37,0.17
